"","likelihood","bart","expr","rank_size","cancer"
"3",0.5,0.889,5.10668405075008,1,"BRCA_2"
"11",0.5,0.365,4.80904432845209,2,"LUSC"
"4",0.5,0.773,4.78667557529069,3,"COAD_READ"
"15",0.5,0.834,4.76392784583294,4,"UCEC"
"5",0.5,0.701,4.73560547374325,5,"HNSC"
"10",0.5,0.727,4.63941162030448,6,"LUAD"
"1",0.5,0.831,4.62417266005799,7,"BLCA"
"13",0.5,0.591,4.60343396514892,8,"STES"
"2",0.5,0.869,4.6014837504383,9,"BRCA_1"
"9",0.5,0.819,4.54805458107127,10,"LIHC"
"7",0.5,0.749,4.23661843366456,11,"KIRC"
"8",0.5,0.854,4.2282882799273,12,"KIRP"
"14",0.5,0.591,4.17889305150317,13,"THCA"
"12",0.5,0.65,4.00237469630799,14,"PRAD"
"6",0.5,0.41,2.96868781755169,15,"KICH"
