"","likelihood","bart","expr","rank_size","cancer"
"6",0.5,0.588,-2.30258482849009,1,"KICH"
"3",0.5,0.812,-2.30258498476056,2,"BRCA_2"
"5",0.5,0.876,-2.30258499748795,3,"HNSC"
"8",0.5,0.832,-2.30258503092128,4,"KIRP"
"13",0.5,0.805,-2.30258503424259,5,"STES"
"15",0.5,0.776,-2.30258504701105,6,"UCEC"
"11",0.5,0.856,-2.30258505076012,7,"LUSC"
"14",0.5,0.867,-2.30258507385802,8,"THCA"
"10",0.5,0.845,-2.30258507625073,9,"LUAD"
"7",0.5,0.934,-2.30258508423445,10,"KIRC"
"9",0.5,0.919,-2.30258508597108,11,"LIHC"
"2",0.5,0.89,-2.30258509536828,12,"BRCA_1"
"4",0.5,0.76,-2.30258511762827,13,"COAD_READ"
"1",0.5,0.581,-2.30258518433435,14,"BLCA"
"12",0.5,0.838,-2.3025851936348,15,"PRAD"
