"","likelihood","bart","expr","rank_size","cancer"
"10",0.5,0.537,-2.0508850634303,1,"LUAD"
"13",0.5,0.669,-2.09652584688086,2,"STES"
"4",0.5,0.354,-2.11987920118525,3,"COAD_READ"
"3",0.5,0.145,-2.19681919645127,4,"BRCA_2"
"15",0.5,0.164,-2.21816919529099,5,"UCEC"
"12",0.5,0.739,-2.2502991582727,6,"PRAD"
"7",0.5,0.604,-2.25606801739877,7,"KIRC"
"6",0.5,0.403,-2.26552690235963,8,"KICH"
"11",0.5,0.78,-2.26585955496059,9,"LUSC"
"8",0.5,0.313,-2.2727804227811,10,"KIRP"
"1",0.5,0.172,-2.2737601532112,11,"BLCA"
"5",0.5,0.383,-2.27791569991921,12,"HNSC"
"9",0.5,0.462,-2.29148083762255,13,"LIHC"
"14",0.5,0.549,-2.29413504614627,14,"THCA"
"2",0.5,0.446,-2.29578518742481,15,"BRCA_1"
