"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.352,3.21809865956165,4,"BLCA"
"2",0.5,0.34,3.06310547784744,8,"BRCA_1"
"3",0.5,0.196,3.18548747367722,5,"BRCA_2"
"4",0.5,0.297,1.98910513254862,13,"COAD_READ"
"5",0.5,0.546,3.39090147247326,3,"HNSC"
"6",0.5,0.253,2.11297502600378,11,"KICH"
"7",0.5,0.702,3.51109360747385,2,"KIRC"
"8",0.5,0.238,0.853517613053169,15,"KIRP"
"9",0.5,0.548,1.23355482241204,14,"LIHC"
"10",0.5,0.439,2.9648290974139,9,"LUAD"
"11",0.5,0.314,3.70367069684845,1,"LUSC"
"12",0.5,0.808,2.04344124558369,12,"PRAD"
"13",0.5,0.539,3.10569223637234,7,"STES"
"14",0.5,0.505,2.54202993976769,10,"THCA"
"15",0.5,0.226,3.16408499737584,6,"UCEC"
