"","likelihood","bart","expr","rank_size","cancer"
"2",0.5,0.847,2.77251260982983,1,"BRCA_1"
"14",0.5,0.824,2.65332916713132,2,"THCA"
"13",0.5,0.92,2.60706458994308,3,"STES"
"7",0.5,0.711,2.60098794479414,4,"KIRC"
"4",0.5,0.95,2.57662926243208,5,"COAD_READ"
"12",0.5,0.847,2.56073215302731,6,"PRAD"
"10",0.5,0.916,2.5361496277773,7,"LUAD"
"8",0.5,0.907,2.46720102906667,8,"KIRP"
"3",0.5,0.781,2.44083420735323,9,"BRCA_2"
"15",0.5,0.731,2.42120224984815,10,"UCEC"
"6",0.5,0.555,2.40686420590383,11,"KICH"
"11",0.5,0.895,2.32175417847403,12,"LUSC"
"1",0.5,0.684,2.29744490914784,13,"BLCA"
"5",0.5,0.837,2.0849626161217,14,"HNSC"
"9",0.5,0.89,1.60509316693198,15,"LIHC"
