"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.789,1.34050036551741,4,"BLCA"
"2",0.5,0.172,1.36010889782103,3,"BRCA_1"
"3",0.5,0.666,1.36947394867632,2,"BRCA_2"
"4",0.5,0.245,0.906382599355758,11,"COAD_READ"
"5",0.5,0.17,0.962315255061196,10,"HNSC"
"6",0.5,0.835,0.815070664814069,13,"KICH"
"7",0.5,0.079,1.2308888019435,5,"KIRC"
"8",0.5,0.151,0.897311319606128,12,"KIRP"
"9",0.5,0.132,0.591820145384644,15,"LIHC"
"10",0.5,0.106,1.10726720459826,6,"LUAD"
"11",0.5,0.249,1.01570637150348,8,"LUSC"
"12",0.5,0.111,0.798567946086037,14,"PRAD"
"13",0.5,0.113,1.740666286632,1,"STES"
"14",0.5,0.105,1.0613557810609,7,"THCA"
"15",0.5,0.668,0.994713120713145,9,"UCEC"
