"","likelihood","bart","expr","rank_size","cancer"
"15",0.5,0.734,2.42481912258997,1,"UCEC"
"3",0.5,0.554,2.35324175365176,2,"BRCA_2"
"1",0.5,0.797,2.29246342202456,3,"BLCA"
"6",0.5,0.436,2.22631295498535,4,"KICH"
"11",0.5,0.221,2.17048851249516,5,"LUSC"
"10",0.5,0.17,2.16760234535961,6,"LUAD"
"8",0.5,0.087,2.15883195955598,7,"KIRP"
"12",0.5,0.128,2.15864987891314,8,"PRAD"
"14",0.5,0.111,2.13407252267267,9,"THCA"
"2",0.5,0.144,2.11746148978928,10,"BRCA_1"
"13",0.5,0.146,2.1147792909806,11,"STES"
"7",0.5,0.133,2.08186173268791,12,"KIRC"
"4",0.5,0.229,2.03388083425637,13,"COAD_READ"
"5",0.5,0.071,2.03175907816987,14,"HNSC"
"9",0.5,0.115,1.91434614976052,15,"LIHC"
