"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.769,1.42554917500978,1,"LUSC"
"5",0.5,0.144,1.26356115194342,2,"HNSC"
"3",0.5,0.71,1.20562852754787,3,"BRCA_2"
"13",0.5,0.505,0.928140491216275,4,"STES"
"4",0.5,0.785,0.894127620768835,5,"COAD_READ"
"2",0.5,0.94,0.870846229504838,6,"BRCA_1"
"1",0.5,0.926,0.854660408782741,7,"BLCA"
"10",0.5,0.754,0.774620586984866,8,"LUAD"
"15",0.5,0.958,0.725717013817803,9,"UCEC"
"14",0.5,0.497,0.0290163559679735,10,"THCA"
"8",0.5,0.283,-0.0392121452080486,11,"KIRP"
"7",0.5,0.243,-0.0879459316999308,12,"KIRC"
"6",0.5,0.823,-0.202284978908916,13,"KICH"
"12",0.5,0.697,-0.300493298788421,14,"PRAD"
"9",0.5,0.52,-0.468828472254024,15,"LIHC"
