"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.344,-2.04173134432783,6,"BLCA"
"2",0.5,0.341,-2.25889157346005,13,"BRCA_1"
"3",0.5,0.325,-1.76255166378092,2,"BRCA_2"
"4",0.5,0.253,-2.04054469150523,5,"COAD_READ"
"5",0.5,0.126,-1.90575225105154,3,"HNSC"
"6",0.5,0.298,-2.28208253608842,15,"KICH"
"7",0.5,0.244,-2.15825195386745,10,"KIRC"
"8",0.5,0.384,-2.20400519193579,11,"KIRP"
"9",0.5,0.271,-2.2598201072217,14,"LIHC"
"10",0.5,0.661,-2.07974300221249,8,"LUAD"
"11",0.5,0.587,-1.97614851968184,4,"LUSC"
"12",0.5,0.422,-2.20452318236528,12,"PRAD"
"13",0.5,0.433,-2.10023362229868,9,"STES"
"14",0.5,0.372,-2.07963539305408,7,"THCA"
"15",0.5,0.827,-0.612231620827104,1,"UCEC"
