"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.25,2.05566306404878,1,"STES"
"2",0.5,0.306,1.92781978108669,2,"BRCA_1"
"3",0.5,0.762,1.80443816631055,3,"BRCA_2"
"11",0.5,0.174,1.77056430157371,4,"LUSC"
"4",0.5,0.398,1.74811580070664,5,"COAD_READ"
"10",0.5,0.17,1.71853572781911,6,"LUAD"
"5",0.5,0.285,1.65254446955177,7,"HNSC"
"1",0.5,0.497,1.56163034556796,8,"BLCA"
"12",0.5,0.314,1.46471078514562,9,"PRAD"
"7",0.5,0.35,1.38833003191763,10,"KIRC"
"8",0.5,0.329,1.29475446824133,11,"KIRP"
"14",0.5,0.131,1.27643375951097,12,"THCA"
"15",0.5,0.27,1.2726759310503,13,"UCEC"
"9",0.5,0.199,1.00021946557987,14,"LIHC"
"6",0.5,0.336,0.90779394302903,15,"KICH"
