"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.077,0.757934063029837,1,"LUSC"
"5",0.5,0.074,0.240928954263623,2,"HNSC"
"9",0.5,0.0620000000000001,-0.136207586911554,3,"LIHC"
"13",0.5,0.083,-0.192761975609596,4,"STES"
"12",0.5,0.095,-0.270372800859895,5,"PRAD"
"4",0.5,0.098,-0.424852708258513,6,"COAD_READ"
"1",0.5,0.34,-0.631386838065248,7,"BLCA"
"15",0.5,0.158,-0.647123160396863,8,"UCEC"
"2",0.5,0.089,-1.04994344830493,9,"BRCA_1"
"3",0.5,0.254,-1.07829227161216,10,"BRCA_2"
"10",0.5,0.085,-1.19582126615783,11,"LUAD"
"7",0.5,0.148,-2.03698465385026,12,"KIRC"
"8",0.5,0.0570000000000001,-2.07636933266719,13,"KIRP"
"6",0.5,0.682,-2.17152884951774,14,"KICH"
"14",0.5,0.092,-2.27096400527746,15,"THCA"
