"","likelihood","bart","expr","rank_size","cancer"
"12",0.5,0.615,0.866314657319612,1,"PRAD"
"2",0.5,0.942,0.744877944033952,2,"BRCA_1"
"3",0.5,0.202,0.659787907037667,3,"BRCA_2"
"1",0.5,0.841,0.619194946911369,4,"BLCA"
"7",0.5,0.242,0.537291115275484,5,"KIRC"
"9",0.5,0.367,0.528243423098438,6,"LIHC"
"15",0.5,0.802,0.517171581744963,7,"UCEC"
"8",0.5,0.136,0.47232883216061,8,"KIRP"
"10",0.5,0.748,0.464298519882499,9,"LUAD"
"14",0.5,0.43,0.398429724625082,10,"THCA"
"6",0.5,0.305,0.365754871887954,11,"KICH"
"13",0.5,0.608,0.196441925611107,12,"STES"
"4",0.5,0.573,0.196039609768899,13,"COAD_READ"
"11",0.5,0.714,0.115017462267668,14,"LUSC"
"5",0.5,0.135,-0.405479011195109,15,"HNSC"
