"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.511,1.49295861246115,1,"STES"
"1",0.5,0.262,1.26103104863028,2,"BLCA"
"4",0.5,0.447,1.20489590399507,3,"COAD_READ"
"3",0.5,0.237,0.827955689606963,4,"BRCA_2"
"11",0.5,0.554,0.67022195278343,5,"LUSC"
"5",0.5,0.211,0.563594194251122,6,"HNSC"
"15",0.5,0.703,0.560774562809928,7,"UCEC"
"10",0.5,0.441,0.463056042353561,8,"LUAD"
"2",0.5,0.165,0.0566420911228549,9,"BRCA_1"
"6",0.5,0.355,0.0439905526963318,10,"KICH"
"9",0.5,0.136,-0.449362421848145,11,"LIHC"
"7",0.5,0.238,-0.733455362428319,12,"KIRC"
"8",0.5,0.339,-1.22623594016955,13,"KIRP"
"14",0.5,0.277,-1.36459439517984,14,"THCA"
"12",0.5,0.219,-1.3663341735167,15,"PRAD"
