"","likelihood","bart","expr","rank_size","cancer"
"3",0.5,0.572,3.75156886464848,1,"BRCA_2"
"2",0.5,0.123,3.65029490793646,2,"BRCA_1"
"1",0.5,0.588,3.63362125685484,3,"BLCA"
"14",0.5,0.08,3.51644941123477,4,"THCA"
"15",0.5,0.372,3.4888384792925,5,"UCEC"
"10",0.5,0.104,3.40929306487598,6,"LUAD"
"4",0.5,0.183,3.3162460250873,7,"COAD_READ"
"11",0.5,0.09,3.24336005768755,8,"LUSC"
"13",0.5,0.089,3.17235367635295,9,"STES"
"12",0.5,0.101,3.13056759568779,10,"PRAD"
"8",0.5,0.094,3.02833794061553,11,"KIRP"
"5",0.5,0.085,2.99736841154003,12,"HNSC"
"7",0.5,0.2,2.89833563489745,13,"KIRC"
"9",0.5,0.069,2.54234515330837,14,"LIHC"
"6",0.5,0.318,2.348760454023,15,"KICH"
