"","likelihood","bart","expr","rank_size","cancer"
"4",0.5,0.291,2.38070100987396,1,"COAD_READ"
"3",0.5,0.129,2.1801474697463,2,"BRCA_2"
"13",0.5,0.705,2.16705678517348,3,"STES"
"11",0.5,0.396,2.06990568697186,4,"LUSC"
"14",0.5,0.432,2.02527471360064,5,"THCA"
"5",0.5,0.367,1.93632082645014,6,"HNSC"
"2",0.5,0.272,1.89095278524865,7,"BRCA_1"
"10",0.5,0.394,1.88221024482045,8,"LUAD"
"8",0.5,0.337,1.78312437388465,9,"KIRP"
"7",0.5,0.678,1.63821771328112,10,"KIRC"
"15",0.5,0.151,1.57033801926813,11,"UCEC"
"1",0.5,0.18,1.50800230531776,12,"BLCA"
"12",0.5,0.695,1.35004624238832,13,"PRAD"
"9",0.5,0.339,0.897347245098473,14,"LIHC"
"6",0.5,0.227,0.38278900781714,15,"KICH"
