"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.185,2.13721112013123,1,"BLCA"
"15",0.5,0.174,1.95142945836616,2,"UCEC"
"8",0.5,0.182,1.842733787496,3,"KIRP"
"11",0.5,0.31,1.65817978910205,4,"LUSC"
"4",0.5,0.206,1.6316931529453,5,"COAD_READ"
"5",0.5,0.303,1.62649887610574,6,"HNSC"
"12",0.5,0.784,1.61317712607523,7,"PRAD"
"7",0.5,0.466,1.51274769344823,8,"KIRC"
"3",0.5,0.142,1.47738037638243,9,"BRCA_2"
"10",0.5,0.357,1.46626803462203,10,"LUAD"
"13",0.5,0.434,1.33819546522988,11,"STES"
"9",0.5,0.376,1.20900884289875,12,"LIHC"
"2",0.5,0.22,1.20839513866014,13,"BRCA_1"
"6",0.5,0.244,1.17759579370782,14,"KICH"
"14",0.5,0.553,1.02811526769728,15,"THCA"
