"","likelihood","bart","expr","rank_size","cancer"
"10",0.5,0.344,2.85087428396152,1,"LUAD"
"7",0.5,0.947,2.68453415893688,2,"KIRC"
"3",0.5,0.469,2.50563219303289,3,"BRCA_2"
"13",0.5,0.435,2.41012514711553,4,"STES"
"8",0.5,0.974,2.39513133417609,5,"KIRP"
"11",0.5,0.266,2.30617236687825,6,"LUSC"
"2",0.5,0.311,2.17407125944591,7,"BRCA_1"
"14",0.5,0.806,2.13135861116568,8,"THCA"
"15",0.5,0.318,2.08575678684884,9,"UCEC"
"5",0.5,0.658,1.99815900857917,10,"HNSC"
"4",0.5,0.339,1.78724379573472,11,"COAD_READ"
"6",0.5,0.487,1.60640034810455,12,"KICH"
"9",0.5,0.331,1.43049572841288,13,"LIHC"
"12",0.5,0.38,1.35305690101624,14,"PRAD"
"1",0.5,0.352,1.27802184964152,15,"BLCA"
