"","likelihood","bart","expr","rank_size","cancer"
"4",0.5,0.523,1.54515564606772,1,"COAD_READ"
"11",0.5,0.392,1.52415390993339,2,"LUSC"
"3",0.5,0.747,1.49952392198688,3,"BRCA_2"
"1",0.5,0.908,1.35522580454435,4,"BLCA"
"15",0.5,0.807,1.33257444047072,5,"UCEC"
"5",0.5,0.294,1.24235514791717,6,"HNSC"
"2",0.5,0.358,1.20211006966651,7,"BRCA_1"
"13",0.5,0.363,1.20009328323722,8,"STES"
"10",0.5,0.253,1.17625137148282,9,"LUAD"
"12",0.5,0.211,1.14698533265302,10,"PRAD"
"14",0.5,0.146,1.13106706454237,11,"THCA"
"7",0.5,0.243,1.08230838243623,12,"KIRC"
"6",0.5,0.474,0.977696444574286,13,"KICH"
"8",0.5,0.372,0.897142228954101,14,"KIRP"
"9",0.5,0.32,0.67901820765822,15,"LIHC"
