"","likelihood","bart","expr","rank_size","cancer"
"12",0.5,0.314,3.83670758745904,1,"PRAD"
"14",0.5,0.346,3.51662789618868,2,"THCA"
"2",0.5,0.466,3.50156984681997,3,"BRCA_1"
"15",0.5,0.578,3.48539306765866,4,"UCEC"
"3",0.5,0.424,3.3950845310189,5,"BRCA_2"
"10",0.5,0.396,3.33954233286836,6,"LUAD"
"7",0.5,0.607,3.33577767719797,7,"KIRC"
"8",0.5,0.51,3.32893417857431,8,"KIRP"
"6",0.5,0.423,3.31273013447064,9,"KICH"
"4",0.5,0.472,3.21931977774436,10,"COAD_READ"
"1",0.5,0.642,3.15127277826222,11,"BLCA"
"11",0.5,0.307,3.10788494991383,12,"LUSC"
"13",0.5,0.403,2.9443854471064,13,"STES"
"5",0.5,0.487,2.93762731587175,14,"HNSC"
"9",0.5,0.547,2.7515095436813,15,"LIHC"
