"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.142,3.22906251808409,9,"BLCA"
"2",0.5,0.091,3.46766475533116,2,"BRCA_1"
"3",0.5,0.226,3.45151185325602,3,"BRCA_2"
"4",0.5,0.099,3.36979013620882,4,"COAD_READ"
"5",0.5,0.239,3.10447351990379,11,"HNSC"
"6",0.5,0.16,2.9800620741352,14,"KICH"
"7",0.5,0.814,3.2878525215507,8,"KIRC"
"8",0.5,0.693,3.21129766676655,10,"KIRP"
"9",0.5,0.081,2.58245745949685,15,"LIHC"
"10",0.5,0.105,3.30598294193313,7,"LUAD"
"11",0.5,0.047,3.3410975236202,6,"LUSC"
"12",0.5,0.233,3.09919488283545,12,"PRAD"
"13",0.5,0.294,2.99454651958198,13,"STES"
"14",0.5,0.401,3.35024333780388,5,"THCA"
"15",0.5,0.116,3.56405334042298,1,"UCEC"
