"","likelihood","bart","expr","rank_size","cancer"
"8",0.5,0.385,-2.23464414197238,1,"KIRP"
"15",0.5,0.127,-2.26391503943168,2,"UCEC"
"13",0.5,0.916,-2.27883961024269,3,"STES"
"2",0.5,0.317,-2.28743176446472,4,"BRCA_1"
"1",0.5,0.131,-2.29209619328713,5,"BLCA"
"7",0.5,0.755,-2.293426187691,6,"KIRC"
"10",0.5,0.531,-2.29384757591572,7,"LUAD"
"12",0.5,0.702,-2.29472305583792,8,"PRAD"
"11",0.5,0.713,-2.29514595252194,9,"LUSC"
"9",0.5,0.417,-2.29517130898948,10,"LIHC"
"6",0.5,0.174,-2.29609125413702,11,"KICH"
"3",0.5,0.112,-2.29844629061396,12,"BRCA_2"
"5",0.5,0.77,-2.30016302912599,13,"HNSC"
"14",0.5,0.691,-2.30091271965377,14,"THCA"
"4",0.5,0.477,-2.30093222280363,15,"COAD_READ"
