"","likelihood","bart","expr","rank_size","cancer"
"3",0.5,0.68,3.01879342670333,1,"BRCA_2"
"4",0.5,0.372,2.96300555128921,2,"COAD_READ"
"11",0.5,0.134,2.93540648093622,3,"LUSC"
"15",0.5,0.274,2.91799796203124,4,"UCEC"
"14",0.5,0.222,2.85669438925025,5,"THCA"
"1",0.5,0.284,2.83302315312414,6,"BLCA"
"12",0.5,0.353,2.80730196393649,7,"PRAD"
"5",0.5,0.407,2.78698438127817,8,"HNSC"
"10",0.5,0.237,2.75324512290233,9,"LUAD"
"13",0.5,0.288,2.74111324796152,10,"STES"
"2",0.5,0.266,2.73401458311573,11,"BRCA_1"
"7",0.5,0.634,2.39927895004387,12,"KIRC"
"8",0.5,0.668,2.37147319633682,13,"KIRP"
"9",0.5,0.172,2.33029675083447,14,"LIHC"
"6",0.5,0.274,2.279079036346,15,"KICH"
