"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.176,-0.967210657572314,1,"LUSC"
"3",0.5,0.795,-1.07041575093257,2,"BRCA_2"
"5",0.5,0.32,-1.08820404099463,3,"HNSC"
"15",0.5,0.253,-1.10911099543606,4,"UCEC"
"7",0.5,0.624,-1.34090176874517,5,"KIRC"
"13",0.5,0.276,-1.63687893150383,6,"STES"
"10",0.5,0.225,-1.79526026595611,7,"LUAD"
"14",0.5,0.264,-1.8417740878759,8,"THCA"
"2",0.5,0.43,-1.86548224064808,9,"BRCA_1"
"8",0.5,0.397,-1.88625102528931,10,"KIRP"
"6",0.5,0.386,-1.90481276743568,11,"KICH"
"12",0.5,0.398,-2.08477512152349,12,"PRAD"
"1",0.5,0.348,-2.09461712989663,13,"BLCA"
"9",0.5,0.249,-2.14911259521975,14,"LIHC"
"4",0.5,0.273,-2.20049978190526,15,"COAD_READ"
