"","likelihood","bart","expr","rank_size","cancer"
"5",0.5,0.249,2.15315614898209,1,"HNSC"
"13",0.5,0.208,2.07237150621116,2,"STES"
"11",0.5,0.265,1.7569476313947,3,"LUSC"
"4",0.5,0.398,1.61359909767395,4,"COAD_READ"
"3",0.5,0.699,1.47553709780328,5,"BRCA_2"
"8",0.5,0.266,1.37779581222134,6,"KIRP"
"7",0.5,0.146,1.3110119594634,7,"KIRC"
"12",0.5,0.116,0.937871762182246,8,"PRAD"
"6",0.5,0.731,0.726967931470328,9,"KICH"
"10",0.5,0.183,0.622121840982443,10,"LUAD"
"9",0.5,0.181,0.528018946956922,11,"LIHC"
"2",0.5,0.174,0.438809779296982,12,"BRCA_1"
"15",0.5,0.646,0.182002058801536,13,"UCEC"
"14",0.5,0.188,0.0749432703632027,14,"THCA"
"1",0.5,0.608,0.0723667307828969,15,"BLCA"
