"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.856,2.42147826656621,1,"LUSC"
"4",0.5,0.753,2.24875522777637,2,"COAD_READ"
"13",0.5,0.844,2.19565583574804,3,"STES"
"10",0.5,0.765,2.02975375886399,4,"LUAD"
"5",0.5,0.788,2.02736373869828,5,"HNSC"
"8",0.5,0.787,1.96644951784128,6,"KIRP"
"3",0.5,0.261,1.85988810228966,7,"BRCA_2"
"14",0.5,0.688,1.79565938599797,8,"THCA"
"7",0.5,0.881,1.7120830726661,9,"KIRC"
"6",0.5,0.374,1.67183460777378,10,"KICH"
"1",0.5,0.244,1.66078105998193,11,"BLCA"
"2",0.5,0.611,1.58138398248438,12,"BRCA_1"
"12",0.5,0.616,1.56737361242446,13,"PRAD"
"15",0.5,0.256,1.45088749072935,14,"UCEC"
"9",0.5,0.766,1.20031163323624,15,"LIHC"
