"","likelihood","bart","expr","rank_size","cancer"
"10",0.5,0.141,-1.47331647046773,1,"LUAD"
"11",0.5,0.123,-1.89251299390688,2,"LUSC"
"15",0.5,0.124,-1.90840542028331,3,"UCEC"
"3",0.5,0.089,-1.95976696832237,4,"BRCA_2"
"13",0.5,0.124,-2.04289046222851,5,"STES"
"9",0.5,0.192,-2.07936496559501,6,"LIHC"
"4",0.5,0.077,-2.09196834035978,7,"COAD_READ"
"8",0.5,0.051,-2.13405867308916,8,"KIRP"
"1",0.5,0.306,-2.14608912219985,9,"BLCA"
"2",0.5,0.088,-2.15551351263798,10,"BRCA_1"
"5",0.5,0.143,-2.16732415204937,11,"HNSC"
"12",0.5,0.221,-2.1894078739703,12,"PRAD"
"7",0.5,0.169,-2.19875053133248,13,"KIRC"
"14",0.5,0.15,-2.22178908215822,14,"THCA"
"6",0.5,0.203,-2.24796119347554,15,"KICH"
