"","likelihood","bart","expr","rank_size","cancer"
"8",0.5,0.509,0.373030771661712,1,"KIRP"
"1",0.5,0.121,0.313677953944438,2,"BLCA"
"9",0.5,0.225,0.184728099730906,3,"LIHC"
"4",0.5,0.697,0.0930848920277085,4,"COAD_READ"
"10",0.5,0.266,-0.00527270972629516,5,"LUAD"
"2",0.5,0.116,-0.102649023323554,6,"BRCA_1"
"15",0.5,0.0590000000000001,-0.131419521376923,7,"UCEC"
"13",0.5,0.737,-0.252649113847708,8,"STES"
"6",0.5,0.538,-0.334627203964038,9,"KICH"
"11",0.5,0.225,-0.352573470430451,10,"LUSC"
"7",0.5,0.488,-0.386741445749948,11,"KIRC"
"14",0.5,0.614,-0.481760870813716,12,"THCA"
"5",0.5,0.733,-0.652252688753936,13,"HNSC"
"3",0.5,0.19,-0.700843753311916,14,"BRCA_2"
"12",0.5,0.077,-0.795639811980752,15,"PRAD"
