"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.74,3.62572233159318,5,"BLCA"
"2",0.5,0.567,2.79864487376386,14,"BRCA_1"
"3",0.5,0.521,2.84339063695544,13,"BRCA_2"
"4",0.5,0.544,3.6653489737902,3,"COAD_READ"
"5",0.5,0.504,3.33466876286897,7,"HNSC"
"6",0.5,0.648,3.65941426864769,4,"KICH"
"7",0.5,0.518,3.97872087778664,1,"KIRC"
"8",0.5,0.524,3.27972496864434,8,"KIRP"
"9",0.5,0.604,2.11658817655141,15,"LIHC"
"10",0.5,0.392,3.04131498158764,11,"LUAD"
"11",0.5,0.31,3.20178454525227,9,"LUSC"
"12",0.5,0.4,3.18722125545038,10,"PRAD"
"13",0.5,0.447,2.95092566200283,12,"STES"
"14",0.5,0.367,3.91587027279192,2,"THCA"
"15",0.5,0.696,3.57229874341892,6,"UCEC"
