"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.0629999999999999,-0.549387716652776,1,"LUSC"
"10",0.5,0.093,-1.40694689764835,2,"LUAD"
"8",0.5,0.102,-1.67497571291359,3,"KIRP"
"9",0.5,0.111,-1.82762406805692,4,"LIHC"
"6",0.5,0.853,-1.85257668848483,5,"KICH"
"1",0.5,0.141,-1.88919329106485,6,"BLCA"
"15",0.5,0.109,-1.95766528138979,7,"UCEC"
"3",0.5,0.101,-2.05020976064442,8,"BRCA_2"
"2",0.5,0.082,-2.06317083419766,9,"BRCA_1"
"7",0.5,0.127,-2.08995199984909,10,"KIRC"
"5",0.5,0.178,-2.10433167466694,11,"HNSC"
"4",0.5,0.077,-2.18963404803902,12,"COAD_READ"
"13",0.5,0.07,-2.19485956746998,13,"STES"
"12",0.5,0.123,-2.21574319046271,14,"PRAD"
"14",0.5,0.227,-2.24612639351242,15,"THCA"
