"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.507,1.12194546697295,10,"BLCA"
"2",0.5,0.375,1.38959426540098,6,"BRCA_1"
"3",0.5,0.672,1.06697648408082,11,"BRCA_2"
"4",0.5,0.834,1.03940299172546,12,"COAD_READ"
"5",0.5,0.679,0.944305739721009,14,"HNSC"
"6",0.5,0.564,1.78959631865259,3,"KICH"
"7",0.5,0.43,1.55728538730074,4,"KIRC"
"8",0.5,0.505,1.27357451716049,9,"KIRP"
"9",0.5,0.406,0.575639162331624,15,"LIHC"
"10",0.5,0.453,1.34918556705738,7,"LUAD"
"11",0.5,0.417,1.3325502651418,8,"LUSC"
"12",0.5,0.191,1.82847624737845,2,"PRAD"
"13",0.5,0.735,1.53012240445749,5,"STES"
"14",0.5,0.55,1.86092345935631,1,"THCA"
"15",0.5,0.63,0.98894425947066,13,"UCEC"
