"","likelihood","bart","expr","rank_size","cancer"
"15",0.5,0.081,-1.58636864188909,1,"UCEC"
"4",0.5,0.258,-1.69092793519227,2,"COAD_READ"
"3",0.5,0.131,-1.79158272165931,3,"BRCA_2"
"2",0.5,0.401,-1.90283597971728,4,"BRCA_1"
"11",0.5,0.208,-1.99998128227594,5,"LUSC"
"5",0.5,0.815,-2.13785090495128,6,"HNSC"
"14",0.5,0.859,-2.17586353051949,7,"THCA"
"1",0.5,0.107,-2.18377992035497,8,"BLCA"
"13",0.5,0.486,-2.20958547667118,9,"STES"
"10",0.5,0.3,-2.22992671604574,10,"LUAD"
"6",0.5,0.702,-2.24299516751054,11,"KICH"
"12",0.5,0.401,-2.25109542125936,12,"PRAD"
"7",0.5,0.903,-2.26878275199914,13,"KIRC"
"8",0.5,0.621,-2.27506223182075,14,"KIRP"
"9",0.5,0.839,-2.29671618057866,15,"LIHC"
