"","likelihood","bart","expr","rank_size","cancer"
"14",0.5,0.547,1.14203526127033,1,"THCA"
"2",0.5,0.192,1.07873687985815,2,"BRCA_1"
"6",0.5,0.254,1.03518232535795,3,"KICH"
"12",0.5,0.77,0.994090083012104,4,"PRAD"
"11",0.5,0.179,0.863639976866921,5,"LUSC"
"3",0.5,0.146,0.84203358837859,6,"BRCA_2"
"7",0.5,0.291,0.829344797642017,7,"KIRC"
"10",0.5,0.206,0.790854722352145,8,"LUAD"
"1",0.5,0.167,0.748189600673357,9,"BLCA"
"13",0.5,0.213,0.739824581576145,10,"STES"
"15",0.5,0.178,0.50826668118336,11,"UCEC"
"8",0.5,0.158,0.494507655793776,12,"KIRP"
"4",0.5,0.171,0.476698971541865,13,"COAD_READ"
"5",0.5,0.162,0.43421247944645,14,"HNSC"
"9",0.5,0.284,-0.0231703084135013,15,"LIHC"
