"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.131,4.85983629662065,1,"BLCA"
"5",0.5,0.141,4.7952744733498,2,"HNSC"
"11",0.5,0.218,4.72894182693337,3,"LUSC"
"2",0.5,0.151,4.68807145098916,4,"BRCA_1"
"3",0.5,0.074,4.68144161441247,5,"BRCA_2"
"14",0.5,0.178,4.66962659034784,6,"THCA"
"15",0.5,0.1,4.55067100196641,7,"UCEC"
"10",0.5,0.211,4.51467721025633,8,"LUAD"
"12",0.5,0.455,4.42583276891961,9,"PRAD"
"8",0.5,0.137,4.39127756107909,10,"KIRP"
"4",0.5,0.12,4.30092643294186,11,"COAD_READ"
"7",0.5,0.344,4.24706455615035,12,"KIRC"
"13",0.5,0.322,4.15683054774105,13,"STES"
"9",0.5,0.199,3.89979655908696,14,"LIHC"
"6",0.5,0.18,3.32669749614996,15,"KICH"
