"","likelihood","bart","expr","rank_size","cancer"
"12",0.5,0.143,3.20391139602119,1,"PRAD"
"15",0.5,0.324,3.05346834432541,2,"UCEC"
"13",0.5,0.192,2.97016120149987,3,"STES"
"1",0.5,0.51,2.92889858798731,4,"BLCA"
"2",0.5,0.343,2.92202872105473,5,"BRCA_1"
"3",0.5,0.578,2.88449239108267,6,"BRCA_2"
"4",0.5,0.231,2.86429662442975,7,"COAD_READ"
"11",0.5,0.165,2.86150932924491,8,"LUSC"
"6",0.5,0.353,2.85338597666033,9,"KICH"
"14",0.5,0.156,2.82162262751749,10,"THCA"
"8",0.5,0.628,2.77625749160998,11,"KIRP"
"10",0.5,0.192,2.75583295188215,12,"LUAD"
"5",0.5,0.419,2.636592511372,13,"HNSC"
"7",0.5,0.595,2.39887668043146,14,"KIRC"
"9",0.5,0.249,2.20739178946854,15,"LIHC"
