"","likelihood","bart","expr","rank_size","cancer"
"15",0.5,0.954,2.07480609766701,1,"UCEC"
"10",0.5,0.901,1.59791827334653,2,"LUAD"
"11",0.5,0.823,1.26789860038529,3,"LUSC"
"3",0.5,0.44,0.800639371000162,4,"BRCA_2"
"6",0.5,0.621,0.673919079506255,5,"KICH"
"5",0.5,0.1,0.588178288984193,6,"HNSC"
"14",0.5,0.695,0.55554819407377,7,"THCA"
"7",0.5,0.308,0.547425018281786,8,"KIRC"
"13",0.5,0.767,0.524461234236182,9,"STES"
"2",0.5,0.709,0.367666765815584,10,"BRCA_1"
"1",0.5,0.443,0.247986041782868,11,"BLCA"
"4",0.5,0.612,-0.326735337048862,12,"COAD_READ"
"8",0.5,0.484,-0.460659415244935,13,"KIRP"
"9",0.5,0.734,-0.813576802713012,14,"LIHC"
"12",0.5,0.745,-0.876599455524652,15,"PRAD"
