"","likelihood","bart","expr","rank_size","cancer"
"2",0.5,0.61,1.15606036510778,1,"BRCA_1"
"12",0.5,0.72,1.0764414810596,2,"PRAD"
"11",0.5,0.859,1.07099560829269,3,"LUSC"
"6",0.5,0.139,1.00184496846645,4,"KICH"
"13",0.5,0.752,0.925260723632118,5,"STES"
"14",0.5,0.69,0.910465454358713,6,"THCA"
"7",0.5,0.571,0.877202721481954,7,"KIRC"
"3",0.5,0.568,0.808502705268834,8,"BRCA_2"
"10",0.5,0.844,0.768318405344636,9,"LUAD"
"4",0.5,0.924,0.741170512701135,10,"COAD_READ"
"8",0.5,0.729,0.734860687841023,11,"KIRP"
"15",0.5,0.436,0.725628993968473,12,"UCEC"
"1",0.5,0.444,0.681794169785021,13,"BLCA"
"5",0.5,0.717,0.564358566965292,14,"HNSC"
"9",0.5,0.666,0.171801829686971,15,"LIHC"
