"","likelihood","bart","expr","rank_size","cancer"
"10",0.5,0.902,3.82577062553827,1,"LUAD"
"13",0.5,0.887,3.82095988624583,2,"STES"
"4",0.5,0.903,3.6909116640173,3,"COAD_READ"
"2",0.5,0.862,3.66085899702776,4,"BRCA_1"
"3",0.5,0.699,3.5777433437534,5,"BRCA_2"
"11",0.5,0.886,3.50643813148735,6,"LUSC"
"14",0.5,0.794,3.48463080785534,7,"THCA"
"5",0.5,0.788,3.37306991003587,8,"HNSC"
"12",0.5,0.94,3.36939142326734,9,"PRAD"
"1",0.5,0.644,3.29115854750064,10,"BLCA"
"15",0.5,0.781,3.29087251439895,11,"UCEC"
"7",0.5,0.701,3.19764302791845,12,"KIRC"
"6",0.5,0.737,3.05943233203767,13,"KICH"
"8",0.5,0.851,2.99705761838415,14,"KIRP"
"9",0.5,0.857,2.61754239238229,15,"LIHC"
