"","likelihood","bart","expr","rank_size","cancer"
"4",0.5,0.184,2.15427297117853,1,"COAD_READ"
"5",0.5,0.103,2.12208251362666,2,"HNSC"
"13",0.5,0.085,2.08144359185089,3,"STES"
"15",0.5,0.49,2.05016353353184,4,"UCEC"
"1",0.5,0.704,2.03367819129383,5,"BLCA"
"3",0.5,0.475,2.0299320877682,6,"BRCA_2"
"11",0.5,0.143,1.93604229081295,7,"LUSC"
"10",0.5,0.102,1.68576789313955,8,"LUAD"
"8",0.5,0.128,1.66269254540681,9,"KIRP"
"2",0.5,0.169,1.62303456436897,10,"BRCA_1"
"12",0.5,0.13,1.61431152262029,11,"PRAD"
"14",0.5,0.128,1.47798354523293,12,"THCA"
"7",0.5,0.095,1.37633597403898,13,"KIRC"
"6",0.5,0.827,1.37414201702596,14,"KICH"
"9",0.5,0.17,1.14917164148333,15,"LIHC"
