"","likelihood","bart","expr","rank_size","cancer"
"8",0.5,0.661,3.48669682729599,1,"KIRP"
"11",0.5,0.797,3.47683808342544,2,"LUSC"
"1",0.5,0.311,3.43971104234329,3,"BLCA"
"4",0.5,0.79,3.4363366973839,4,"COAD_READ"
"5",0.5,0.855,3.40438508419531,5,"HNSC"
"12",0.5,0.775,3.21043007598601,6,"PRAD"
"10",0.5,0.87,3.16487564871595,7,"LUAD"
"15",0.5,0.371,3.11047767980878,8,"UCEC"
"3",0.5,0.373,3.05815539980806,9,"BRCA_2"
"13",0.5,0.76,2.96307419291463,10,"STES"
"2",0.5,0.805,2.92146609077341,11,"BRCA_1"
"14",0.5,0.884,2.84902866896914,12,"THCA"
"7",0.5,0.925,2.80888510033636,13,"KIRC"
"9",0.5,0.878,2.7604113325341,14,"LIHC"
"6",0.5,0.262,2.68920589823644,15,"KICH"
