"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.821,2.54128475294344,7,"BLCA"
"2",0.5,0.551,2.98803488312957,1,"BRCA_1"
"3",0.5,0.849,2.47619228468616,8,"BRCA_2"
"4",0.5,0.593,2.68865401803302,5,"COAD_READ"
"5",0.5,0.428,2.39272770305793,11,"HNSC"
"6",0.5,0.638,1.88706593737239,14,"KICH"
"7",0.5,0.18,1.79514993168898,15,"KIRC"
"8",0.5,0.525,1.959024958589,13,"KIRP"
"9",0.5,0.62,2.39650807707001,10,"LIHC"
"10",0.5,0.468,2.7287118822502,4,"LUAD"
"11",0.5,0.814,2.56571661891817,6,"LUSC"
"12",0.5,0.533,2.78780244942307,3,"PRAD"
"13",0.5,0.367,2.79650877390163,2,"STES"
"14",0.5,0.335,2.46285441911911,9,"THCA"
"15",0.5,0.744,2.3792142493138,12,"UCEC"
