"","likelihood","bart","expr","rank_size","cancer"
"10",0.5,0.242,0.594875666704215,1,"LUAD"
"11",0.5,0.179,0.190638073625696,2,"LUSC"
"2",0.5,0.248,-0.241742614231599,3,"BRCA_1"
"3",0.5,0.095,-0.515802791224319,4,"BRCA_2"
"12",0.5,0.602,-0.78073745294205,5,"PRAD"
"1",0.5,0.117,-1.12655434105456,6,"BLCA"
"13",0.5,0.283,-1.53470170183053,7,"STES"
"7",0.5,0.788,-1.88469494921106,8,"KIRC"
"14",0.5,0.535,-1.98372948725926,9,"THCA"
"5",0.5,0.273,-2.07297145807471,10,"HNSC"
"15",0.5,0.107,-2.08834125233805,11,"UCEC"
"4",0.5,0.39,-2.12161376006311,12,"COAD_READ"
"8",0.5,0.135,-2.23228485501361,13,"KIRP"
"9",0.5,0.609,-2.2599691408243,14,"LIHC"
"6",0.5,0.603,-2.28882470258326,15,"KICH"
