"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.401,2.70175906125667,13,"BLCA"
"2",0.5,0.16,3.28981766934571,2,"BRCA_1"
"3",0.5,0.171,2.92262136314198,10,"BRCA_2"
"4",0.5,0.785,3.02492877790285,7,"COAD_READ"
"5",0.5,0.323,2.64171954734006,14,"HNSC"
"6",0.5,0.289,3.47065392186106,1,"KICH"
"7",0.5,0.379,2.8966897820824,11,"KIRC"
"8",0.5,0.436,3.10277671591714,4,"KIRP"
"9",0.5,0.368,2.48817164447032,15,"LIHC"
"10",0.5,0.319,3.05377721649586,5,"LUAD"
"11",0.5,0.217,2.77471495200201,12,"LUSC"
"12",0.5,0.195,3.24773497843853,3,"PRAD"
"13",0.5,0.427,3.0003500087294,8,"STES"
"14",0.5,0.291,3.04863489366452,6,"THCA"
"15",0.5,0.263,2.93816795498446,9,"UCEC"
