"","likelihood","bart","expr","rank_size","cancer"
"3",0.5,0.799,3.08947710867916,1,"BRCA_2"
"1",0.5,0.582,3.0632287260408,2,"BLCA"
"2",0.5,0.358,3.00368704956893,3,"BRCA_1"
"11",0.5,0.179,2.98992435435785,4,"LUSC"
"15",0.5,0.578,2.97492755315373,5,"UCEC"
"12",0.5,0.258,2.93921974405161,6,"PRAD"
"5",0.5,0.44,2.90269302316824,7,"HNSC"
"4",0.5,0.378,2.86364159134378,8,"COAD_READ"
"10",0.5,0.241,2.84837354652621,9,"LUAD"
"14",0.5,0.2,2.80119811487615,10,"THCA"
"7",0.5,0.662,2.69078520782324,11,"KIRC"
"8",0.5,0.762,2.67629187374041,12,"KIRP"
"13",0.5,0.256,2.63955832723731,13,"STES"
"9",0.5,0.313,2.55221833445167,14,"LIHC"
"6",0.5,0.475,2.33563513383185,15,"KICH"
