"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.853,-0.204959183911948,12,"BLCA"
"2",0.5,0.166,1.24517381296095,4,"BRCA_1"
"3",0.5,0.661,1.85929063992997,2,"BRCA_2"
"4",0.5,0.304,0.0896771581421233,11,"COAD_READ"
"5",0.5,0.098,1.8555126993999,3,"HNSC"
"6",0.5,0.226,1.1511885866786,5,"KICH"
"7",0.5,0.145,2.47409638799015,1,"KIRC"
"8",0.5,0.105,0.217797896118754,10,"KIRP"
"9",0.5,0.164,-2.10964242896171,15,"LIHC"
"10",0.5,0.189,0.495132624971898,8,"LUAD"
"11",0.5,0.387,0.409052020950358,9,"LUSC"
"12",0.5,0.147,0.764920463975071,7,"PRAD"
"13",0.5,0.185,0.800561619992255,6,"STES"
"14",0.5,0.115,-1.87954788983636,14,"THCA"
"15",0.5,0.686,-0.921796318325938,13,"UCEC"
