"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.667,3.01420699984697,1,"LUSC"
"15",0.5,0.593,2.88379029111687,2,"UCEC"
"5",0.5,0.508,2.78741347852781,3,"HNSC"
"3",0.5,0.837,2.78026594260013,4,"BRCA_2"
"6",0.5,0.923,2.7683986301722,5,"KICH"
"4",0.5,0.22,2.76044964397318,6,"COAD_READ"
"1",0.5,0.774,2.74982698413596,7,"BLCA"
"10",0.5,0.202,2.64079207510355,8,"LUAD"
"7",0.5,0.077,2.55100174618336,9,"KIRC"
"14",0.5,0.391,2.52805179782549,10,"THCA"
"8",0.5,0.413,2.51968812689506,11,"KIRP"
"9",0.5,0.563,2.5122757852649,12,"LIHC"
"12",0.5,0.416,2.48994698176498,13,"PRAD"
"2",0.5,0.663,2.46425838482949,14,"BRCA_1"
"13",0.5,0.083,2.35478091026359,15,"STES"
