"","likelihood","bart","expr","rank_size","cancer"
"7",0.5,0.471,0.841383193536898,1,"KIRC"
"3",0.5,0.188,0.725392257257645,2,"BRCA_2"
"11",0.5,0.868,0.55956912833289,3,"LUSC"
"2",0.5,0.751,0.530015354862675,4,"BRCA_1"
"10",0.5,0.94,0.497076368873007,5,"LUAD"
"12",0.5,0.838,0.449942531240728,6,"PRAD"
"14",0.5,0.866,0.415113698125751,7,"THCA"
"15",0.5,0.882,0.411823864230243,8,"UCEC"
"8",0.5,0.774,0.409021328067907,9,"KIRP"
"6",0.5,0.402,0.402844594101868,10,"KICH"
"13",0.5,0.87,0.330550465293191,11,"STES"
"5",0.5,0.184,0.320440570843825,12,"HNSC"
"1",0.5,0.171,0.221175695789946,13,"BLCA"
"4",0.5,0.205,0.0347720373617088,14,"COAD_READ"
"9",0.5,0.619,-0.0916626776434651,15,"LIHC"
