"","likelihood","bart","expr","rank_size","cancer"
"6",0.5,0.391,1.75431242865875,1,"KICH"
"13",0.5,0.152,1.63003158634883,2,"STES"
"8",0.5,0.088,1.2625567907666,3,"KIRP"
"7",0.5,0.141,1.18188349860926,4,"KIRC"
"14",0.5,0.133,1.15340922250715,5,"THCA"
"10",0.5,0.18,0.842871383023015,6,"LUAD"
"4",0.5,0.25,0.836681473751704,7,"COAD_READ"
"2",0.5,0.129,0.826652820292686,8,"BRCA_1"
"11",0.5,0.184,0.80486125790406,9,"LUSC"
"3",0.5,0.386,0.741472101094519,10,"BRCA_2"
"1",0.5,0.61,0.7181019261485,11,"BLCA"
"5",0.5,0.0620000000000001,0.656555995757792,12,"HNSC"
"12",0.5,0.129,0.627941686963089,13,"PRAD"
"15",0.5,0.697,0.426814339609525,14,"UCEC"
"9",0.5,0.095,-0.539718432706327,15,"LIHC"
