"","likelihood","bart","expr","rank_size","cancer"
"6",0.5,0.174,5.29019054559011,1,"KICH"
"14",0.5,0.152,4.69618651847071,2,"THCA"
"3",0.5,0.659,4.64884202900965,3,"BRCA_2"
"8",0.5,0.233,4.57931433819528,4,"KIRP"
"7",0.5,0.348,4.57626214735087,5,"KIRC"
"5",0.5,0.231,4.51801164369046,6,"HNSC"
"2",0.5,0.176,4.34148473787233,7,"BRCA_1"
"10",0.5,0.234,4.28831346313689,8,"LUAD"
"11",0.5,0.291,4.06626823982233,9,"LUSC"
"15",0.5,0.282,3.85964202236073,10,"UCEC"
"12",0.5,0.217,3.83631819300005,11,"PRAD"
"1",0.5,0.376,3.8005648900842,12,"BLCA"
"13",0.5,0.143,3.76917002481053,13,"STES"
"9",0.5,0.134,3.72132020939181,14,"LIHC"
"4",0.5,0.132,3.65159313906214,15,"COAD_READ"
