"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.209,-2.10086518601342,10,"BLCA"
"2",0.5,0.417,-1.94046584874821,4,"BRCA_1"
"3",0.5,0.129,-1.96996583330861,8,"BRCA_2"
"4",0.5,0.325,-2.16986152634332,11,"COAD_READ"
"5",0.5,0.328,-1.26183112705887,2,"HNSC"
"6",0.5,0.61,-2.23403741056721,15,"KICH"
"7",0.5,0.474,-2.18625649722909,13,"KIRC"
"8",0.5,0.256,-1.94600862634777,6,"KIRP"
"9",0.5,0.51,-2.22101323409419,14,"LIHC"
"10",0.5,0.385,-2.0161415118543,9,"LUAD"
"11",0.5,0.457,-1.50552779672636,3,"LUSC"
"12",0.5,0.553,-2.17861638645108,12,"PRAD"
"13",0.5,0.397,-1.94640723983167,7,"STES"
"14",0.5,0.406,-1.17654415072227,1,"THCA"
"15",0.5,0.131,-1.94055045556832,5,"UCEC"
