"","likelihood","bart","expr","rank_size","cancer"
"10",0.5,0.52,-2.06705612966089,1,"LUAD"
"12",0.5,0.421,-2.10077175816756,2,"PRAD"
"13",0.5,0.422,-2.15579864451866,3,"STES"
"11",0.5,0.705,-2.19213290800047,4,"LUSC"
"14",0.5,0.339,-2.20633124130659,5,"THCA"
"2",0.5,0.526,-2.21438469365182,6,"BRCA_1"
"1",0.5,0.338,-2.21468975225702,7,"BLCA"
"5",0.5,0.545,-2.21570473221564,8,"HNSC"
"3",0.5,0.528,-2.21785623816859,9,"BRCA_2"
"15",0.5,0.396,-2.236793571654,10,"UCEC"
"7",0.5,0.287,-2.24386801211264,11,"KIRC"
"9",0.5,0.48,-2.25364080128677,12,"LIHC"
"6",0.5,0.409,-2.26348039810067,13,"KICH"
"4",0.5,0.591,-2.26920142022045,14,"COAD_READ"
"8",0.5,0.447,-2.27126551302047,15,"KIRP"
