"","likelihood","bart","expr","rank_size","cancer"
"12",0.5,0.858,-0.278223182068565,1,"PRAD"
"5",0.5,0.305,-0.425374996623321,2,"HNSC"
"2",0.5,0.822,-0.835265455725564,3,"BRCA_1"
"11",0.5,0.909,-1.21399739207799,4,"LUSC"
"3",0.5,0.224,-1.56483589140551,5,"BRCA_2"
"13",0.5,0.915,-1.73375394655536,6,"STES"
"7",0.5,0.559,-1.77326579000837,7,"KIRC"
"15",0.5,0.885,-1.82489603255064,8,"UCEC"
"4",0.5,0.197,-1.91428900369908,9,"COAD_READ"
"1",0.5,0.143,-1.96733456841715,10,"BLCA"
"14",0.5,0.899,-1.97754377697352,11,"THCA"
"9",0.5,0.605,-2.07817458043461,12,"LIHC"
"6",0.5,0.521,-2.13187996666832,13,"KICH"
"10",0.5,0.943,-2.1520240483841,14,"LUAD"
"8",0.5,0.881,-2.18633234492629,15,"KIRP"
