"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.188,2.12850881818098,1,"STES"
"6",0.5,0.642,1.92743972905023,2,"KICH"
"2",0.5,0.097,1.76196868502494,3,"BRCA_1"
"10",0.5,0.108,1.72314400645093,4,"LUAD"
"11",0.5,0.113,1.66542750640874,5,"LUSC"
"4",0.5,0.27,1.57888449489218,6,"COAD_READ"
"7",0.5,0.16,1.53978142930849,7,"KIRC"
"14",0.5,0.168,1.5186481142657,8,"THCA"
"12",0.5,0.072,1.50322112241593,9,"PRAD"
"3",0.5,0.717,1.44263360750489,10,"BRCA_2"
"15",0.5,0.444,1.43733522878791,11,"UCEC"
"1",0.5,0.758,1.39773429494162,12,"BLCA"
"5",0.5,0.243,1.38961693050414,13,"HNSC"
"8",0.5,0.171,1.33825101345902,14,"KIRP"
"9",0.5,0.107,0.634262917890004,15,"LIHC"
