"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.849,1.5158431927566,1,"STES"
"3",0.5,0.884,1.51059022695676,2,"BRCA_2"
"12",0.5,0.696,1.46219267465912,3,"PRAD"
"11",0.5,0.793,1.37393347960894,4,"LUSC"
"2",0.5,0.806,1.34754233456242,5,"BRCA_1"
"7",0.5,0.552,1.29467446641003,6,"KIRC"
"10",0.5,0.726,1.26546492313917,7,"LUAD"
"15",0.5,0.857,1.25508630050422,8,"UCEC"
"1",0.5,0.868,1.13189056089338,9,"BLCA"
"14",0.5,0.47,1.04904443272727,10,"THCA"
"5",0.5,0.898,1.03008344208205,11,"HNSC"
"8",0.5,0.598,1.02032205923082,12,"KIRP"
"4",0.5,0.732,1.01096823297724,13,"COAD_READ"
"9",0.5,0.858,0.454549890239718,14,"LIHC"
"6",0.5,0.64,0.346522636379229,15,"KICH"
