"","likelihood","bart","expr","rank_size","cancer"
"14",0.5,0.713,2.26633408110418,1,"THCA"
"3",0.5,0.763,2.16989540611083,2,"BRCA_2"
"2",0.5,0.796,2.14953439761756,3,"BRCA_1"
"7",0.5,0.876,2.05879211796312,4,"KIRC"
"13",0.5,0.914,2.05629777624048,5,"STES"
"11",0.5,0.864,2.01179542956307,6,"LUSC"
"10",0.5,0.885,1.91724797302083,7,"LUAD"
"5",0.5,0.935,1.87898799145413,8,"HNSC"
"8",0.5,0.671,1.83179927972791,9,"KIRP"
"15",0.5,0.638,1.79487701846801,10,"UCEC"
"1",0.5,0.677,1.75271606547462,11,"BLCA"
"6",0.5,0.435,1.74393622914786,12,"KICH"
"4",0.5,0.655,1.60755652600114,13,"COAD_READ"
"12",0.5,0.871,1.55715839819227,14,"PRAD"
"9",0.5,0.916,0.929955051297477,15,"LIHC"
