"","likelihood","bart","expr","rank_size","cancer"
"3",0.5,0.419,2.49250402551611,1,"BRCA_2"
"14",0.5,0.457,2.4100236755464,2,"THCA"
"7",0.5,0.755,2.35424028554105,3,"KIRC"
"15",0.5,0.356,2.26361279603014,4,"UCEC"
"13",0.5,0.322,2.15275658302223,5,"STES"
"11",0.5,0.153,2.06596707461206,6,"LUSC"
"2",0.5,0.447,2.03106835542307,7,"BRCA_1"
"4",0.5,0.225,1.95643633436466,8,"COAD_READ"
"10",0.5,0.23,1.95335615787865,9,"LUAD"
"12",0.5,0.504,1.9152835373102,10,"PRAD"
"6",0.5,0.774,1.89626344327355,11,"KICH"
"8",0.5,0.629,1.84496223971983,12,"KIRP"
"1",0.5,0.456,1.78612300941354,13,"BLCA"
"5",0.5,0.547,1.44893394801066,14,"HNSC"
"9",0.5,0.336,1.4070571257012,15,"LIHC"
