"","likelihood","bart","expr","rank_size","cancer"
"2",0.5,0.327,3.05051558470708,1,"BRCA_1"
"3",0.5,0.16,2.92924381322035,2,"BRCA_2"
"12",0.5,0.473,2.91003744840813,3,"PRAD"
"14",0.5,0.911,2.78993329341196,4,"THCA"
"7",0.5,0.766,2.64356575331095,5,"KIRC"
"6",0.5,0.16,2.5708532042472,6,"KICH"
"11",0.5,0.881,2.55170907329618,7,"LUSC"
"8",0.5,0.734,2.39651508412219,8,"KIRP"
"1",0.5,0.097,2.37297794588139,9,"BLCA"
"10",0.5,0.793,2.30245566203959,10,"LUAD"
"4",0.5,0.756,2.30193647388739,11,"COAD_READ"
"13",0.5,0.97,2.20013473530333,12,"STES"
"5",0.5,0.942,2.07782901504438,13,"HNSC"
"15",0.5,0.101,1.99647480050859,14,"UCEC"
"9",0.5,0.526,1.77358213168619,15,"LIHC"
