"","likelihood","bart","expr","rank_size","cancer"
"8",0.5,0.226,2.52097993040513,1,"KIRP"
"14",0.5,0.118,2.49032490451269,2,"THCA"
"15",0.5,0.256,2.41220278055611,3,"UCEC"
"6",0.5,0.188,2.40805476545673,4,"KICH"
"2",0.5,0.181,2.34628242764569,5,"BRCA_1"
"4",0.5,0.404,2.27351017763245,6,"COAD_READ"
"10",0.5,0.194,2.26604563193807,7,"LUAD"
"12",0.5,0.198,2.21802035060021,8,"PRAD"
"7",0.5,0.257,2.1589706687852,9,"KIRC"
"3",0.5,0.354,2.07980718071905,10,"BRCA_2"
"1",0.5,0.668,2.04772014203624,11,"BLCA"
"13",0.5,0.3,2.04724539410382,12,"STES"
"11",0.5,0.196,2.02400231653237,13,"LUSC"
"5",0.5,0.181,1.66316168594915,14,"HNSC"
"9",0.5,0.236,1.65787356130159,15,"LIHC"
