"","likelihood","bart","expr","rank_size","cancer"
"6",0.5,0.194,0.601675671671952,1,"KICH"
"7",0.5,0.247,0.308466068083653,2,"KIRC"
"3",0.5,0.19,0.21240888854004,3,"BRCA_2"
"9",0.5,0.312,0.198799574148427,4,"LIHC"
"10",0.5,0.483,0.0134576989477612,5,"LUAD"
"11",0.5,0.236,0.0109415016505827,6,"LUSC"
"8",0.5,0.273,-0.241024061435793,7,"KIRP"
"15",0.5,0.692,-0.249691815362967,8,"UCEC"
"14",0.5,0.26,-0.463403545756406,9,"THCA"
"4",0.5,0.825,-0.904752901533404,10,"COAD_READ"
"2",0.5,0.34,-1.01893583599142,11,"BRCA_1"
"13",0.5,0.756,-1.03619171408726,12,"STES"
"5",0.5,0.156,-1.06460413576698,13,"HNSC"
"12",0.5,0.496,-1.19179299476653,14,"PRAD"
"1",0.5,0.686,-1.44904676056779,15,"BLCA"
