"","likelihood","bart","expr","rank_size","cancer"
"6",0.5,0.511,1.28100066038812,1,"KICH"
"1",0.5,0.346,1.20165261329146,2,"BLCA"
"2",0.5,0.33,1.12222751230229,3,"BRCA_1"
"12",0.5,0.487,0.964607318593092,4,"PRAD"
"14",0.5,0.297,0.943760581098469,5,"THCA"
"8",0.5,0.204,0.932474216794768,6,"KIRP"
"7",0.5,0.279,0.924172659063469,7,"KIRC"
"15",0.5,0.182,0.825914039887543,8,"UCEC"
"10",0.5,0.256,0.723152379670066,9,"LUAD"
"13",0.5,0.192,0.675797068488594,10,"STES"
"3",0.5,0.153,0.626032112421429,11,"BRCA_2"
"4",0.5,0.098,0.582041076843843,12,"COAD_READ"
"9",0.5,0.378,0.41692770416522,13,"LIHC"
"11",0.5,0.287,0.409479424981935,14,"LUSC"
"5",0.5,0.375,-0.0242090525045072,15,"HNSC"
