"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.826,2.36202418267998,1,"BLCA"
"11",0.5,0.45,2.30760055177937,2,"LUSC"
"5",0.5,0.469,2.27021095242248,3,"HNSC"
"6",0.5,0.439,2.22845566356805,4,"KICH"
"7",0.5,0.449,2.16755514686953,5,"KIRC"
"8",0.5,0.657,2.167529536065,6,"KIRP"
"14",0.5,0.565,2.15960525939038,7,"THCA"
"15",0.5,0.889,2.12146256481984,8,"UCEC"
"2",0.5,0.735,2.10470633564164,9,"BRCA_1"
"3",0.5,0.538,2.09001660356135,10,"BRCA_2"
"10",0.5,0.753,2.07187388654327,11,"LUAD"
"13",0.5,0.844,2.03092296736489,12,"STES"
"12",0.5,0.749,2.01471058073799,13,"PRAD"
"4",0.5,0.952,1.90573962066601,14,"COAD_READ"
"9",0.5,0.749,1.72037893606885,15,"LIHC"
