"","likelihood","bart","expr","rank_size","cancer"
"7",0.5,0.927,1.62436766125066,1,"KIRC"
"11",0.5,0.888,1.25807765317147,2,"LUSC"
"2",0.5,0.866,1.16900586166683,3,"BRCA_1"
"13",0.5,0.92,0.864292160791209,4,"STES"
"3",0.5,0.717,0.829461143083996,5,"BRCA_2"
"14",0.5,0.959,0.81026590396337,6,"THCA"
"5",0.5,0.598,0.712077997910838,7,"HNSC"
"10",0.5,0.934,0.694639889799069,8,"LUAD"
"15",0.5,0.916,0.639815749918969,9,"UCEC"
"12",0.5,0.931,0.502588256282341,10,"PRAD"
"6",0.5,0.589,0.0544012685434681,11,"KICH"
"1",0.5,0.285,0.0524090763879374,12,"BLCA"
"4",0.5,0.846,-0.0335083265120522,13,"COAD_READ"
"9",0.5,0.951,-0.384060215351159,14,"LIHC"
"8",0.5,0.877,-0.545306543181903,15,"KIRP"
