"","likelihood","bart","expr","rank_size","cancer"
"14",0.5,0.944,2.82757060073818,1,"THCA"
"3",0.5,0.152,2.44299795275842,2,"BRCA_2"
"5",0.5,0.548,2.35526345178231,3,"HNSC"
"11",0.5,0.172,2.34131758762981,4,"LUSC"
"10",0.5,0.598,2.29854616291265,5,"LUAD"
"2",0.5,0.388,2.29747669743441,6,"BRCA_1"
"15",0.5,0.176,2.26935556321659,7,"UCEC"
"4",0.5,0.277,2.25023123154199,8,"COAD_READ"
"7",0.5,0.765,2.19078723903249,9,"KIRC"
"8",0.5,0.217,2.14086259856036,10,"KIRP"
"12",0.5,0.944,2.13767580003631,11,"PRAD"
"6",0.5,0.217,2.13531871377909,12,"KICH"
"1",0.5,0.174,2.12469837378179,13,"BLCA"
"13",0.5,0.454,2.00312663529938,14,"STES"
"9",0.5,0.839,1.96627006631268,15,"LIHC"
