"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.784,0.747505938163853,6,"BLCA"
"2",0.5,0.527,0.547744582891702,11,"BRCA_1"
"3",0.5,0.579,0.702492606996885,9,"BRCA_2"
"4",0.5,0.605,0.896188079205485,2,"COAD_READ"
"5",0.5,0.56,0.349005717975386,14,"HNSC"
"6",0.5,0.617,0.460203081835761,13,"KICH"
"7",0.5,0.515,0.688501836726133,10,"KIRC"
"8",0.5,0.543,0.756303196932734,5,"KIRP"
"9",0.5,0.612,0.124674418917091,15,"LIHC"
"10",0.5,0.483,0.808178039035632,3,"LUAD"
"11",0.5,0.396,0.705760641038932,8,"LUSC"
"12",0.5,0.382,0.767605475410845,4,"PRAD"
"13",0.5,0.49,0.47586420474064,12,"STES"
"14",0.5,0.425,0.72966228524549,7,"THCA"
"15",0.5,0.817,0.992363491577314,1,"UCEC"
