"","likelihood","bart","expr","rank_size","cancer"
"4",0.5,0.555,3.80081270735564,1,"COAD_READ"
"3",0.5,0.921,3.56872789401818,2,"BRCA_2"
"11",0.5,0.546,3.47735420990876,3,"LUSC"
"5",0.5,0.424,3.45933678642307,4,"HNSC"
"13",0.5,0.369,3.41936611260076,5,"STES"
"1",0.5,0.948,3.30197237263498,6,"BLCA"
"15",0.5,0.918,3.11095168845412,7,"UCEC"
"2",0.5,0.476,3.06070641065112,8,"BRCA_1"
"10",0.5,0.26,2.99335115944256,9,"LUAD"
"12",0.5,0.345,2.87936915704675,10,"PRAD"
"14",0.5,0.113,2.66684864812501,11,"THCA"
"7",0.5,0.174,2.58906074991399,12,"KIRC"
"8",0.5,0.235,2.55910061624644,13,"KIRP"
"6",0.5,0.795,2.15963681901073,14,"KICH"
"9",0.5,0.396,2.02240350348926,15,"LIHC"
